animal_id,animal_subid,animal_area_pkid,animal_shelter_pkid,animal_place,animal_kind,animal_Variety,animal_sex,animal_bodytype,animal_colour,animal_age,animal_sterilization,animal_bacterin,animal_foundplace,animal_title,animal_status,animal_remark,animal_caption,animal_opendate,animal_closeddate,animal_update,animal_createtime,shelter_name,album_file,album_update,cDate,shelter_address,shelter_tel
395091,AAACG1140224002,3,51,新北市新店區公立動物之家,狗,混種犬          ,M,MEDIUM,黑色,ADULT,T,F,平廣路一段202巷,,OPEN,,,2025-02-24,2999-12-31,2025-02-24,2025-02-24,新北市新店區公立動物之家,https://www.pet.gov.tw/upload/pic/1740387802325.png,,2025-02-24,新北市新店區安泰路235號,(02)22159462
385161,VAAAG113120401,2,49,臺北市動物之家,貓,混種貓                 ,F,MEDIUM,虎斑色,ADULT,T,F,東山路,,OPEN,似孕,,2024-12-09,2999-12-31,2025-03-25,2024-12-04,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1733292351188.png,,2025-03-25,臺北市內湖區安美街191號,(02)87913254
340966,AAACG1121229005,3,51,新北市新店區公立動物之家,狗,混種犬          ,M,BIG,黑色,ADULT,T,F,橫科路119號,,OPEN,約兩三歲的波波前年被民眾拾獲送交而進所.當時他身上還戴著一個紅色項圈.（波波曾經有個家和主人嗎?或者因為疏縱放養就這麼弄丟了他😟)波波個性活潑充滿活力但脾氣很溫順  也是一位萌臉表情多多的大男孩 第一次見面就不留太多他的好給你探聽 跳過一回生二回熟的步驟 一次全都端出來讓你見識 但不是失控的那種喔,,2023-12-29,2999-12-31,2025-03-24,2023-12-29,新北市新店區公立動物之家,https://www.pet.gov.tw/upload/pic/1734490899086.png,,2025-03-24,新北市新店區安泰路235號,(02)22159462
48278,AAACG1070510027,3,51,新北市新店區公立動物之家,狗,混種犬          ,M,MEDIUM,黃色,ADULT,T,F,竿蓁一街,,OPEN, 我是105年入所一隻黃色的 公犬...入所後的 我.再也沒有踏出去籠外一步..在籠內才感到安全.,,2018-05-10,2999-12-31,2025-03-24,2018-05-10,新北市新店區公立動物之家,https://www.pet.gov.tw/upload/pic/ef710500-3bba-4d43-962e-6ff8e625af07.jpg,,2025-03-24,新北市新店區安泰路235號,(02)22159462
390581,VAAAG114011602,2,49,臺北市動物之家,貓,混種貓                 ,M,MEDIUM,黑白色,ADULT,T,F,保德里寶興街,,OPEN,臉傷,,2025-03-19,2999-12-31,2025-03-24,2025-01-16,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1737011652256.png,,2025-03-24,臺北市內湖區安美街191號,(02)87913254
391430,FAABG11401186019,10,68,臺中市動物之家后里園區,狗,柴犬                  ,M,BIG,黃白色,ADULT,T,F,太原四街8號,,OPEN,,,2025-02-22,2999-12-31,2025-02-22,2025-01-18,臺中市動物之家后里園區,https://www.pet.gov.tw/upload/pic/1740194399214.png,,2025-02-22,臺中市后里區堤防路370號,(04)25588024
397748,CAAAG1140314001,6,61,桃園市動物保護教育園區,貓,混種貓                 ,M,MEDIUM,虎斑白色,ADULT,F,F,中山西路三段,,OPEN,,,,2999-12-31,2025-03-23,2025-03-14,桃園市動物保護教育園區,https://www.pet.gov.tw/upload/pic/1741928364732.png,,2025-03-23,桃園市新屋區永興里3鄰藻礁路1668號,(03)4861760
91115,AAAHG1080328019,3,58,新北市五股區公立動物之家,狗,混種犬          ,F,MEDIUM,黑色,ADULT,T,F,後湖52之3號,,OPEN,［狗狗名字：Muji］ Muji和哥哥小時候就被送來收容所，可能生性緊張錯過了送養的最佳時機，所以一待就是5年。,,2019-03-28,2999-12-31,2025-03-21,2019-03-28,新北市五股區公立動物之家,https://www.pet.gov.tw/upload/pic/1718785184901.png,,2025-03-21,新北市五股區外寮路9-9號,(02)82925265
96122,AAAHG1080430002,3,58,新北市五股區公立動物之家,狗,混種犬          ,F,MEDIUM,黃色,ADULT,F,F,長道路,,OPEN,,,2019-04-30,2999-12-31,2025-03-21,2019-04-30,新北市五股區公立動物之家,https://www.pet.gov.tw/upload/pic/1bb52486-8433-4718-9bdb-bcc21e19e092.jpg,,2025-03-21,新北市五股區外寮路9-9號,(02)82925265
398724,1140458,5,78,宜蘭縣流浪動物中途之家,狗,混種犬          ,M,BIG,棕黑色,ADULT,F,F,東港路,,OPEN,,,2025-03-21,2999-12-31,2025-03-21,2025-03-21,宜蘭縣流浪動物中途之家,https://www.pet.gov.tw/upload/pic/1742546046719.png,,2025-03-21,宜蘭縣五結鄉成興村利寶路60號,(03)9602350620
366907,AAAHG1130719001,3,58,新北市五股區公立動物之家,狗,混種犬          ,F,MEDIUM,棕色,ADULT,F,F,永福街,,OPEN,,,,2999-12-31,2025-03-21,2024-07-19,新北市五股區公立動物之家,https://www.pet.gov.tw/upload/pic/1721368515266.png,,2025-03-21,新北市五股區外寮路9-9號,(02)82925265
398616,1140445,5,78,宜蘭縣流浪動物中途之家,狗,混種犬          ,F,MEDIUM,黑色,CHILD,N,F,順和路,,OPEN,,,2025-03-20,2999-12-31,2025-03-21,2025-03-20,宜蘭縣流浪動物中途之家,https://www.pet.gov.tw/upload/pic/1742523828486.png,,2025-03-21,宜蘭縣五結鄉成興村利寶路60號,(03)9602350620
398604,1140441,5,78,宜蘭縣流浪動物中途之家,狗,混種犬          ,F,BIG,白色,ADULT,T,F,更新路,,OPEN,,,2025-03-20,2999-12-31,2025-03-20,2025-03-20,宜蘭縣流浪動物中途之家,https://www.pet.gov.tw/upload/pic/1742460032734.png,,2025-03-20,宜蘭縣五結鄉成興村利寶路60號,(03)9602350620
301418,S120328-06,16,74,臺南市動物之家善化站,狗,混種犬          ,M,MEDIUM,黑色,ADULT,F,F,,,OPEN, 本站動物皆採現場互動面談後評估能否認養，不接受電話或系統上預約。,,2025-03-20,2999-12-31,2025-03-20,2023-03-28,臺南市動物之家善化站,https://www.pet.gov.tw/upload/pic/1680049234337.png,,2025-03-20,臺南市善化區昌隆里東勢寮1~19號,(06)5832399
299777,S120317-10,16,74,臺南市動物之家善化站,狗,混種犬          ,M,MEDIUM,黑色,ADULT,F,F,文科里,,OPEN,本站動物皆採現場互動面談後評估能否認養，不接受電話或系統上預約。,,2025-03-20,2999-12-31,2025-03-20,2023-03-17,臺南市動物之家善化站,https://www.pet.gov.tw/upload/pic/1679047826899.png,,2025-03-20,臺南市善化區昌隆里東勢寮1~19號,(06)5832399
299297,S120316-01,16,74,臺南市動物之家善化站,狗,混種犬          ,F,MEDIUM,白色,ADULT,F,F,,,OPEN,本站動物皆採現場互動面談後評估能否認養，不接受電話或系統上預約。,,2025-03-20,2999-12-31,2025-03-20,2023-03-16,臺南市動物之家善化站,https://www.pet.gov.tw/upload/pic/1678945377802.png,,2025-03-20,臺南市善化區昌隆里東勢寮1~19號,(06)5832399
298549,S120310-05,16,74,臺南市動物之家善化站,狗,混種犬          ,M,MEDIUM,黑黃色,ADULT,F,F,,,OPEN,本站動物皆採現場互動面談後評估能否認養，不接受電話或系統上預約。,,2025-03-20,2999-12-31,2025-03-20,2023-03-10,臺南市動物之家善化站,https://www.pet.gov.tw/upload/pic/1678431269049.png,,2025-03-20,臺南市善化區昌隆里東勢寮1~19號,(06)5832399
297974,S120307-15,16,74,臺南市動物之家善化站,狗,混種犬          ,F,MEDIUM,黑色,ADULT,F,F,麻善大橋,,OPEN,拾獲人代養中暫不開放認養，本站動物皆採現場互動面談後評估能否認養，不接受電話或系統上預約。,,2025-03-20,2999-12-31,2025-03-20,2023-03-07,臺南市動物之家善化站,https://www.pet.gov.tw/upload/pic/1678234952410.png,,2025-03-20,臺南市善化區昌隆里東勢寮1~19號,(06)5832399
293592,S120203-10,16,74,臺南市動物之家善化站,狗,混種犬          ,M,MEDIUM,黑色,ADULT,F,F,,,OPEN,本站動物皆採現場互動面談後評估能否認養，不接受電話或系統上預約。,,2025-03-20,2999-12-31,2025-03-20,2023-02-03,臺南市動物之家善化站,https://www.pet.gov.tw/upload/pic/1675417981886.png,,2025-03-20,臺南市善化區昌隆里東勢寮1~19號,(06)5832399
286451,S111206-06,16,74,臺南市動物之家善化站,狗,混種犬          ,M,MEDIUM,黑色,ADULT,F,F,善化區,,OPEN,本站動物採現場互動面談評估能否認養，不接受電話或系統上預約,,2025-03-20,2999-12-31,2025-03-20,2022-12-06,臺南市動物之家善化站,https://www.pet.gov.tw/upload/pic/1717383109995.png,,2025-03-20,臺南市善化區昌隆里東勢寮1~19號,(06)5832399
306818,PAAAG1120505006,21,83,澎湖縣流浪動物收容中心,狗,混種犬          ,F,MEDIUM,黑黃色,ADULT,T,F,澎南國中,,OPEN,,,2023-05-17,2999-12-31,2025-03-20,2023-05-05,澎湖縣流浪動物收容中心,https://www.pet.gov.tw/upload/pic/1727245446939.png,,2025-03-20,澎湖縣馬公市烏崁里260、261號,(06)9213559
398511,1140319C06,22,82,金門縣動物收容中心,貓,混種貓                 ,F,SMALL,,CHILD,F,F,埔後,,OPEN,,,2025-03-27,2999-12-31,2025-03-20,2025-03-19,金門縣動物收容中心,https://www.pet.gov.tw/upload/pic/1742450685626.png,,2025-03-20,金門縣金湖鎮裕民農莊20號,(082)336625
294743,PAAAG1120213044,21,83,澎湖縣流浪動物收容中心,狗,混種犬          ,M,BIG,黃色,ADULT,T,F,,,OPEN,,,2023-02-20,2999-12-31,2025-03-20,2023-02-13,澎湖縣流浪動物收容中心,https://www.pet.gov.tw/upload/pic/1727264022039.png,,2025-03-20,澎湖縣馬公市烏崁里260、261號,(06)9213559
354666,PAAAG1130418024,21,83,澎湖縣流浪動物收容中心,狗,混種犬          ,M,MEDIUM,虎斑色,CHILD,T,F,金勝發廢五金96-13號,,OPEN,,,2024-05-01,2999-12-31,2025-03-20,2024-04-18,澎湖縣流浪動物收容中心,https://www.pet.gov.tw/upload/pic/1719992029308.png,,2025-03-20,澎湖縣馬公市烏崁里260、261號,(06)9213559
295640,PAAAG1120217059,21,83,澎湖縣流浪動物收容中心,狗,混種犬          ,M,MEDIUM,黑色,ADULT,T,F,黑砂糖冰廠,,OPEN,,,2023-02-25,2999-12-31,2025-03-20,2023-02-17,澎湖縣流浪動物收容中心,https://www.pet.gov.tw/upload/pic/1727263964230.png,,2025-03-20,澎湖縣馬公市烏崁里260、261號,(06)9213559
398375,1140318D02,22,82,金門縣動物收容中心,狗,混種犬          ,M,BIG,黑色,ADULT,T,F,埔後,,OPEN,,,,2999-12-31,2025-03-19,2025-03-18,金門縣動物收容中心,https://www.pet.gov.tw/upload/pic/1742369345798.png,,2025-03-19,金門縣金湖鎮裕民農莊20號,(082)336625
226496,S101012-11,16,74,臺南市動物之家善化站,狗,混種犬          ,M,MEDIUM,黃色,ADULT,T,F,善化區溪美里,,OPEN,具攻擊紀錄 本站動物皆採現場互動面談後評估能否認養 不接受系統上的預約,,2025-03-19,2999-12-31,2025-03-19,2021-10-12,臺南市動物之家善化站,https://www.pet.gov.tw/upload/pic/75951bad-08f4-48f4-990e-8a8205040f9e.jpg,,2025-03-19,臺南市善化區昌隆里東勢寮1~19號,(06)5832399
398371,1140318D01,22,82,金門縣動物收容中心,狗,混種犬          ,F,BIG,黃色,ADULT,F,F,民權路,,OPEN,,,2025-03-25,2999-12-31,2025-03-19,2025-03-18,金門縣動物收容中心,https://www.pet.gov.tw/upload/pic/1742369002512.png,,2025-03-19,金門縣金湖鎮裕民農莊20號,(082)336625
83212,108020102,2,49,臺北市動物之家,狗,混種犬          ,F,MEDIUM,黃色,ADULT,F,F,羅斯福路4段,,OPEN,環頸舊傷，縫線痕,,2021-04-11,2999-12-31,2025-03-19,2019-02-01,臺北市動物之家,https://www.pet.gov.tw/upload/pic/948bf6f0-b9ac-4ff7-acea-4afcea46747f.jpg,,2025-03-19,臺北市內湖區安美街191號,(02)87913254
175698,S090907-05,16,74,臺南市動物之家善化站,狗,混種犬          ,M,SMALL,黑色,ADULT,F,F,北門區永隆里,,OPEN,本站動物皆採現場互動面談後評估能否認養 不接受系統上的預約,,2025-03-19,2999-12-31,2025-03-19,2020-09-07,臺南市動物之家善化站,https://www.pet.gov.tw/upload/pic/1724114100140.png,,2025-03-19,臺南市善化區昌隆里東勢寮1~19號,(06)5832399
148612,S090313-02,16,74,臺南市動物之家善化站,狗,混種犬          ,M,MEDIUM,黃色,ADULT,F,F,善化區嘉南里,,OPEN,本站動物皆採現場互動面談後評估能否認養 不接受系統上的預約,,2025-03-19,2999-12-31,2025-03-19,2020-03-13,臺南市動物之家善化站,https://www.pet.gov.tw/upload/pic/9de39c3b-8c1a-4c1f-82f8-a40a8dce654c.jpg,,2025-03-19,臺南市善化區昌隆里東勢寮1~19號,(06)5832399
398250,PAAAG1140317010,21,83,澎湖縣流浪動物收容中心,狗,混種犬          ,M,BIG,黃白色,ADULT,T,F,自立路106號,,OPEN,,,,2999-12-31,2025-03-18,2025-03-17,澎湖縣流浪動物收容中心,https://www.pet.gov.tw/upload/pic/1742356873298.png,,2025-03-18,澎湖縣馬公市烏崁里260、261號,(06)9213559
364923,VAAAG113070403,2,49,臺北市動物之家,貓,混種貓                 ,M,MEDIUM,虎斑白色,ADULT,T,F,陽明里菁山路,,OPEN,,,2024-08-12,2999-12-31,2025-03-18,2024-07-04,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1720141677931.png,,2025-03-18,臺北市內湖區安美街191號,(02)87913254
386523,CAAAG1131213010,6,61,桃園市動物保護教育園區,狗,混種犬          ,M,MEDIUM,花色,ADULT,T,F,新德街,,OPEN,開放認養(未結案),,,2999-12-31,2025-03-16,2024-12-13,桃園市動物保護教育園區,https://www.pet.gov.tw/upload/pic/1734074132180.png,,2025-03-16,桃園市新屋區永興里3鄰藻礁路1668號,(03)4861760
364515,CAAAG1130702009,6,61,桃園市動物保護教育園區,貓,混種貓                 ,F,MEDIUM,黑虎斑色,ADULT,T,F,義興吊橋附近,,OPEN,開放認養(未結案),,,2999-12-31,2025-03-16,2024-07-02,桃園市動物保護教育園區,https://www.pet.gov.tw/upload/pic/1719901915690.png,,2025-03-16,桃園市新屋區永興里3鄰藻礁路1668號,(03)4861760
345337,CAAAG1130202001,6,61,桃園市動物保護教育園區,狗,混種犬          ,M,MEDIUM,黑色,ADULT,F,F,藍埔里新華路一段６７１巷,,OPEN,開放認養(未結案),,,2999-12-31,2025-03-16,2024-02-02,桃園市動物保護教育園區,https://www.pet.gov.tw/upload/pic/1706833628450.png,,2025-03-16,桃園市新屋區永興里3鄰藻礁路1668號,(03)4861760
288152,111121603,2,49,臺北市動物之家,貓,混種貓                 ,F,MEDIUM,虎斑色,ADULT,T,F,南港里南港路一段,,OPEN,救援編號：202214398,,2023-02-13,2999-12-31,2025-03-15,2022-12-16,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1671174867705.png,,2025-03-15,臺北市內湖區安美街191號,(02)87913254
365768,CAAAG1130711004,6,61,桃園市動物保護教育園區,狗,混種犬          ,M,MEDIUM,黑色,CHILD,F,F,泰圳路６６１巷,,OPEN,,,2024-07-11,2999-12-31,2025-03-15,2024-07-11,桃園市動物保護教育園區,https://www.pet.gov.tw/upload/pic/1720685048312.png,,2025-03-15,桃園市新屋區永興里3鄰藻礁路1668號,(03)4861760
396124,DAAAG1140303002,7,63,新竹縣動物保護教育園區,貓,混種貓                 ,F,MEDIUM,三花色,ADULT,T,F,,,OPEN,目前貓隻在[毛孩幸福轉運站]送養中(不是寵物店-光明店，03-6575152，營業時間11:00-21:30),,2025-03-03,2999-12-31,2025-03-14,2025-03-03,新竹縣動物保護教育園區,https://www.pet.gov.tw/upload/pic/1741051059946.png,,2025-03-14,新竹縣竹北市縣政五街192號,(03)5519548
397722,HAAAG1140313017,12,70,南投縣公立動物收容所,狗,混種犬          ,M,MEDIUM,黑白色,ADULT,T,F,北埔街,,OPEN,,,2025-03-13,2999-12-31,2025-03-14,2025-03-13,南投縣公立動物收容所,https://www.pet.gov.tw/upload/pic/1741917302576.png,,2025-03-14,南投縣南投市嶺興路36-1號,(049)2225440
397540,JAAAG1140313001,14,72,嘉義縣動物保護教育園區,狗,混種犬          ,F,BIG,虎斑色,ADULT,T,F,,,OPEN,,,2025-03-13,2999-12-31,2025-03-13,2025-03-13,嘉義縣動物保護教育園區,https://www.pet.gov.tw/upload/pic/1741823357412.png,,2025-03-13,嘉義縣民雄鄉松山村後山仔37之2號,(05)2721119
31477,106010605,2,49,臺北市動物之家,狗,混種犬          ,M,MEDIUM,黑色,ADULT,T,F,萬華路,,OPEN,該動物目前保母攜出照顧中 尚未在所內    (所內絕育)左剪耳*被碰觸後肢會啃咬後肢*友善，可碰，愛吃，坐下，握手,,2017-10-06,2999-12-31,2025-03-12,2017-01-06,臺北市動物之家,https://www.pet.gov.tw/upload/pic/beaa5fd4-d027-4d36-8aa4-836433ff901e.jpg,,2025-03-12,臺北市內湖區安美街191號,(02)87913254
397462,1140311D01,22,82,金門縣動物收容中心,狗,混種犬          ,M,MEDIUM,棕色,ADULT,T,F,瓊林,,OPEN,,,2025-03-11,2999-12-31,2025-03-12,2025-03-11,金門縣動物收容中心,https://www.pet.gov.tw/upload/pic/1741760315719.png,,2025-03-12,金門縣金湖鎮裕民農莊20號,(082)336625
35284,AAACG1061023001,3,51,新北市新店區公立動物之家,狗,混種犬          ,F,MEDIUM,黑色,ADULT,T,F,鄉長路二段23號,,OPEN,我叫歐麥，我來到新店動物之家，已經8個年頭了，不知道為什麼都沒遇到我的有緣人，我應該已經有10+以上了，半個狗生都已經在收容所渡過了，親人是我的好優點，有時候會閃避害怕,,2017-10-23,2999-12-31,2025-03-12,2017-10-23,新北市新店區公立動物之家,https://www.pet.gov.tw/upload/pic/1734507715868.png,,2025-03-12,新北市新店區安泰路235號,(02)22159462
36060,AAAHG105102003,3,58,新北市五股區公立動物之家,狗,混種犬          ,M,MEDIUM,黑灰色,ADULT,F,F,中直路,,OPEN,,,2021-10-05,2999-12-31,2025-03-12,2016-10-20,新北市五股區公立動物之家,https://www.pet.gov.tw/upload/pic/1721287601623.png,,2025-03-12,新北市五股區外寮路9-9號,(02)82925265
235654,AAAHG1101215003,3,58,新北市五股區公立動物之家,狗,混種犬          ,M,MEDIUM,虎斑色,ADULT,F,F,三重區中正北路380巷29號,,OPEN,,,2021-12-15,2999-12-31,2025-03-12,2021-12-15,新北市五股區公立動物之家,https://www.pet.gov.tw/upload/pic/3dad0b66-a4d1-454c-9cca-026da037720e.jpg,,2025-03-12,新北市五股區外寮路9-9號,(02)82925265
386191,AAAHG1131212001,3,58,新北市五股區公立動物之家,狗,混種犬          ,M,BIG,黑色,ADULT,F,F,林口太平里後坑34-1號,,OPEN,,,2024-12-25,2999-12-31,2025-03-12,2024-12-12,新北市五股區公立動物之家,https://www.pet.gov.tw/upload/pic/1733963395659.png,,2025-03-12,新北市五股區外寮路9-9號,(02)82925265
175693,AAAHG1090907001,3,58,新北市五股區公立動物之家,狗,混種犬          ,M,MEDIUM,黃色,ADULT,F,F,成泰路三段212號,,OPEN,,,2021-10-05,2999-12-31,2025-03-12,2020-09-04,新北市五股區公立動物之家,https://www.pet.gov.tw/upload/pic/1721289467189.png,,2025-03-12,新北市五股區外寮路9-9號,(02)82925265
316763,AAAHG1120714002,3,58,新北市五股區公立動物之家,狗,混種犬          ,M,MEDIUM,黑色,ADULT,F,F,中山路270號,,OPEN,,,2023-07-14,2999-12-31,2025-03-12,2023-07-14,新北市五股區公立動物之家,https://www.pet.gov.tw/upload/pic/1689305521975.png,,2025-03-12,新北市五股區外寮路9-9號,(02)82925265
344565,AAAHG1130127008,3,58,新北市五股區公立動物之家,狗,混種犬          ,M,MEDIUM,黑色,ADULT,T,F,忠福路356號,,OPEN,,,2024-01-27,2999-12-31,2025-03-12,2024-01-27,新北市五股區公立動物之家,https://www.pet.gov.tw/upload/pic/1706431672828.png,,2025-03-12,新北市五股區外寮路9-9號,(02)82925265
353532,AAAHG1130411004,3,58,新北市五股區公立動物之家,狗,混種犬          ,M,MEDIUM,黑色,ADULT,F,F,忠褔路406號,,OPEN,,,2024-04-19,2999-12-31,2025-03-12,2024-04-11,新北市五股區公立動物之家,https://www.pet.gov.tw/upload/pic/1712810369263.png,,2025-03-12,新北市五股區外寮路9-9號,(02)82925265
373620,AAAHG1130911001,3,58,新北市五股區公立動物之家,狗,混種犬          ,M,MEDIUM,黑色,ADULT,F,F,五股西雲路185巷,,OPEN,,,2024-09-19,2999-12-31,2025-03-12,2024-09-11,新北市五股區公立動物之家,https://www.pet.gov.tw/upload/pic/1726024564781.png,,2025-03-12,新北市五股區外寮路9-9號,(02)82925265
226272,AAAHG1101009001,3,58,新北市五股區公立動物之家,狗,混種犬          ,F,MEDIUM,棕色,ADULT,F,F,三重商工,,OPEN,,,2021-10-09,2999-12-31,2025-03-12,2021-10-09,新北市五股區公立動物之家,https://www.pet.gov.tw/upload/pic/ea08ca2d-0f03-46d1-bc51-e0ac6bd7ee0b.jpg,,2025-03-12,新北市五股區外寮路9-9號,(02)82925265
161145,AAAHG1090523002,3,58,新北市五股區公立動物之家,狗,混種犬          ,F,MEDIUM,黑色,ADULT,F,F,暖暖區八南里4鄰八堵127巷,,OPEN,,,2021-10-05,2999-12-31,2025-03-12,2020-05-23,新北市五股區公立動物之家,https://www.pet.gov.tw/upload/pic/f903dd1e-c0e8-4697-bdb2-89f11025d660.jpg,,2025-03-12,新北市五股區外寮路9-9號,(02)82925265
36044,AAAHG105112510,3,58,新北市五股區公立動物之家,狗,混種犬          ,F,MEDIUM,黑色,ADULT,F,F,興福寮77巷,,OPEN,,,2021-10-05,2999-12-31,2025-03-12,2016-07-26,新北市五股區公立動物之家,https://www.pet.gov.tw/upload/pic/18a2dd02-5621-4e46-913a-92b26d9fb051.jpg,,2025-03-12,新北市五股區外寮路9-9號,(02)82925265
257069,AAAHG1110528001,3,58,新北市五股區公立動物之家,狗,混種犬          ,F,MEDIUM,黑色,ADULT,F,F,三重中央南路,,OPEN,,,2022-06-25,2999-12-31,2025-03-12,2022-05-28,新北市五股區公立動物之家,https://www.pet.gov.tw/upload/pic/9eb3741f-db6c-466e-b136-d3ba19c1e205.jpg,,2025-03-12,新北市五股區外寮路9-9號,(02)82925265
286020,AAAHG1111205001,3,58,新北市五股區公立動物之家,狗,混種犬          ,M,MEDIUM,黑色,ADULT,N,F,五股觀音坑溪橋,,OPEN,,,2022-12-13,2999-12-31,2025-03-12,2022-12-05,新北市五股區公立動物之家,https://www.pet.gov.tw/upload/pic/1670205549179.png,,2025-03-12,新北市五股區外寮路9-9號,(02)82925265
356327,AAAHG1130502001,3,58,新北市五股區公立動物之家,狗,混種犬          ,M,MEDIUM,黑色,ADULT,T,F,五股微風運河更寮段州子尾97_1號,,OPEN,,,2024-05-10,2999-12-31,2025-03-12,2024-05-02,新北市五股區公立動物之家,https://www.pet.gov.tw/upload/pic/1718423575564.png,,2025-03-12,新北市五股區外寮路9-9號,(02)82925265
372724,FAAAG11309020002,10,67,臺中市動物之家南屯園區,狗,混種犬          ,M,MEDIUM,米色,CHILD,T,F,文心路一段,,OPEN,,,2025-03-12,2999-12-31,2025-03-12,2024-09-02,臺中市動物之家南屯園區,https://www.pet.gov.tw/upload/pic/1725429016353.png,,2025-03-12,臺中市南屯區中台路601號,(04)23850976
376012,FAAAG11309270008,10,67,臺中市動物之家南屯園區,狗,混種犬          ,M,MEDIUM,黃色,ADULT,T,F,永春東二路,,OPEN,,,2025-03-12,2999-12-31,2025-03-12,2024-09-27,臺中市動物之家南屯園區,https://www.pet.gov.tw/upload/pic/1727667328022.png,,2025-03-12,臺中市南屯區中台路601號,(04)23850976
376122,FAAAG11309290014,10,67,臺中市動物之家南屯園區,狗,混種犬          ,F,MEDIUM,黑色,CHILD,F,F,武陵路,,OPEN,,,2025-03-12,2999-12-31,2025-03-12,2024-09-29,臺中市動物之家南屯園區,https://www.pet.gov.tw/upload/pic/1727679505899.png,,2025-03-12,臺中市南屯區中台路601號,(04)23850976
377300,FAAAG11310070008,10,67,臺中市動物之家南屯園區,狗,混種犬          ,F,MEDIUM,白色,ADULT,T,F,福中15街,,OPEN,,,2025-03-12,2999-12-31,2025-03-12,2024-10-07,臺中市動物之家南屯園區,https://www.pet.gov.tw/upload/pic/1728618392304.png,,2025-03-12,臺中市南屯區中台路601號,(04)23850976
378747,FAAAG11310200004,10,67,臺中市動物之家南屯園區,狗,混種犬          ,M,MEDIUM,黃色,ADULT,F,F,三港路,,OPEN,,,2025-03-12,2999-12-31,2025-03-12,2024-10-20,臺中市動物之家南屯園區,https://www.pet.gov.tw/upload/pic/1729493874987.png,,2025-03-12,臺中市南屯區中台路601號,(04)23850976
380679,FAAAG11310310001,10,67,臺中市動物之家南屯園區,狗,混種犬          ,M,MEDIUM,棕灰色,CHILD,F,F,豐勢路國校巷,,OPEN,,,2025-03-12,2999-12-31,2025-03-12,2024-10-31,臺中市動物之家南屯園區,https://www.pet.gov.tw/upload/pic/1730707045526.png,,2025-03-12,臺中市南屯區中台路601號,(04)23850976
382074,FAAAG11311040005,10,67,臺中市動物之家南屯園區,狗,混種犬          ,F,MEDIUM,黑色,CHILD,N,F,黃竹路,,OPEN,,,2025-03-12,2999-12-31,2025-03-12,2024-11-04,臺中市動物之家南屯園區,https://www.pet.gov.tw/upload/pic/1731467745352.png,,2025-03-12,臺中市南屯區中台路601號,(04)23850976
382116,FAAAG11311040013,10,67,臺中市動物之家南屯園區,狗,柴犬                  ,F,MEDIUM,黃白色,ADULT,T,F,遠東街,,OPEN,,,2025-03-12,2999-12-31,2025-03-12,2024-11-04,臺中市動物之家南屯園區,https://www.pet.gov.tw/upload/pic/1731478731990.png,,2025-03-12,臺中市南屯區中台路601號,(04)23850976
382186,FAAAG11311120013,10,67,臺中市動物之家南屯園區,狗,混種犬          ,F,MEDIUM,,ADULT,N,F,水頭二路,,OPEN,,,2025-03-12,2999-12-31,2025-03-12,2024-11-12,臺中市動物之家南屯園區,https://www.pet.gov.tw/upload/pic/1731486599364.png,,2025-03-12,臺中市南屯區中台路601號,(04)23850976
363922,RAAAG1130627001,8,62,新竹市動物保護教育園區,貓,混種貓                 ,F,SMALL,虎斑色,CHILD,F,F,關新路,,OPEN,醫療室,,2024-07-04,2999-12-31,2025-03-12,2024-06-27,新竹市動物保護教育園區,https://www.pet.gov.tw/upload/pic/1719458721385.png,,2025-03-12,新竹市南寮里海濱路250號,(03)5368329
364026,VAAAG113062706,2,49,臺北市動物之家,貓,混種貓                 ,M,MEDIUM,黑白色,ADULT,T,F,東華里	立農街二段,,OPEN,左前肢外傷,,2024-07-28,2999-12-31,2025-03-11,2024-06-27,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1719483389441.png,,2025-03-11,臺北市內湖區安美街191號,(02)87913254
379927,VAAAG113102902,2,49,臺北市動物之家,貓,混種貓                 ,M,MEDIUM,黑色,ADULT,T,F,信義路五段,,OPEN,短尾,,2024-11-17,2999-12-31,2025-03-11,2024-10-29,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1730173519995.png,,2025-03-11,臺北市內湖區安美街191號,(02)87913254
354723,VAAAG113041905,2,49,臺北市動物之家,貓,混種貓                 ,M,MEDIUM,虎斑白色,ADULT,T,F,民安里南京西路,,OPEN,脖子傷,,2024-04-28,2999-12-31,2025-03-11,2024-04-19,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1713515536221.png,,2025-03-11,臺北市內湖區安美街191號,(02)87913254
364306,VAAAG113062904,2,49,臺北市動物之家,貓,混種貓                 ,M,MEDIUM,虎斑白色,ADULT,T,F,福興里	承德路七段,,OPEN,血尿,,2024-07-22,2999-12-31,2025-03-11,2024-06-29,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1719817007790.png,,2025-03-11,臺北市內湖區安美街191號,(02)87913254
